City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
279,Monte Lirio,PA,8.7833,-82.8333,84.2,74,40,3.44,scattered clouds
280,Pangai,TO,-19.8,-174.35,79.05,74,50,13.2,scattered clouds
281,Lorengau,PG,-2.0226,147.2712,81.48,83,94,14.29,overcast clouds
282,Cap Malheureux,MU,-19.9842,57.6142,80.01,79,70,4.0,light rain
283,Maldonado,UY,-34.6667,-54.9167,72.0,78,75,20.71,broken clouds
284,Leningradskiy,RU,69.3833,178.4167,-21.82,99,66,6.62,broken clouds
285,Kasongo-Lunda,CD,-6.4667,16.8167,78.78,84,86,0.4,light rain
286,Borba,BR,-4.3878,-59.5939,83.52,76,96,0.87,overcast clouds
287,Nuuk,GL,64.1835,-51.7216,33.8,93,20,17.27,few clouds
288,Cozumel,MX,20.5083,-86.9458,84.2,74,75,11.5,broken clouds
289,Bauska,LV,56.4075,24.1906,55.4,50,0,9.22,clear sky
290,Jalalabad,AF,34.4265,70.4515,76.12,40,12,5.3,few clouds
291,Erdaojiang,CN,41.7764,126.0319,51.26,52,100,6.26,overcast clouds
292,Vicuna,CL,-30.0319,-70.7081,80.01,12,0,6.08,clear sky
293,Bridgetown,BB,13.1,-59.6167,78.8,69,75,12.66,volcanic ash
294,Talcahuano,CL,-36.7167,-73.1167,60.8,55,0,11.5,clear sky
295,Gazli,UZ,40.1333,63.45,65.57,22,0,17.96,clear sky
296,Aviles,ES,43.5547,-5.9248,54.0,62,75,8.05,broken clouds
297,Shache,CN,38.4167,77.2406,62.58,18,1,7.63,clear sky
298,Haines Junction,CA,60.7522,-137.5108,-20.2,63,96,1.14,overcast clouds
299,Srednekolymsk,RU,67.45,153.6833,-29.15,100,90,2.04,overcast clouds
300,Sahaspur,IN,29.1333,78.6167,84.29,8,0,5.86,clear sky
301,Kismayo,SO,-0.3582,42.5454,84.33,69,100,11.52,overcast clouds
302,Nyzhnya Duvanka,UA,49.5846,38.1743,52.48,52,100,14.99,overcast clouds
303,Bozhou,CN,33.8772,115.7703,55.56,89,100,2.01,overcast clouds
304,Ilhabela,BR,-23.7781,-45.3581,81.99,52,3,4.97,clear sky
305,Boden,SE,65.8252,21.6886,44.6,45,0,11.5,clear sky
306,Koumac,NC,-20.5667,164.2833,76.24,84,100,8.43,overcast clouds
307,Ancud,CL,-41.8697,-73.8203,55.4,100,90,14.97,light rain
308,Turukhansk,RU,65.8167,87.9833,28.87,90,100,7.09,overcast clouds
309,Ochtrup,DE,52.2167,7.1833,46.0,82,100,3.0,overcast clouds
310,Placido De Castro,BR,-10.3353,-67.1856,84.45,62,54,1.66,broken clouds
311,Lasa,IT,46.6166,10.7002,52.0,93,90,8.05,mist
312,Mareeba,AU,-17.0,145.4333,75.2,100,4,2.01,clear sky
313,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,31.21,97,49,7.09,scattered clouds
314,Ust-Tsilma,RU,65.441,52.1498,37.17,71,12,12.26,few clouds
315,Tabas,IR,33.5959,56.9244,86.49,14,69,5.77,broken clouds
316,Kandrian,PG,-6.2167,149.55,76.51,91,100,6.53,light rain
317,Nanortalik,GL,60.1432,-45.2371,38.84,63,1,4.81,clear sky
318,Isangel,VU,-19.55,169.2667,78.84,87,100,9.4,overcast clouds
319,Guerrero Negro,MX,27.9769,-114.0611,60.84,75,95,15.3,overcast clouds
320,Lao Cai,VN,22.4833,103.95,71.69,96,65,0.92,broken clouds
321,Morris,US,40.8334,-74.5329,57.99,96,100,1.99,light rain
322,Tukrah,LY,32.5341,20.5791,62.1,51,70,15.57,broken clouds
323,Lumsden,CA,50.6501,-104.8678,35.01,75,90,21.85,overcast clouds
324,Jiuquan,CN,39.7432,98.5174,48.54,49,77,8.57,broken clouds
325,Hobart,AU,-42.8794,147.3294,48.2,66,90,13.8,overcast clouds
326,Tigre,AR,-34.426,-58.5796,64.99,72,90,16.11,overcast clouds
327,Constantine,DZ,36.365,6.6147,73.4,38,0,11.5,clear sky
328,Resistencia,AR,-27.4606,-58.9839,66.99,72,75,12.66,moderate rain
329,Chervishevo,RU,56.9464,65.4278,53.6,43,0,17.9,clear sky
330,Sur,OM,22.5667,59.5289,84.27,57,0,2.1,clear sky
331,Pimentel,PE,-6.8367,-79.9342,77.0,65,0,3.44,clear sky
332,Nouadhibou,MR,20.931,-17.0347,80.6,41,0,12.66,clear sky
333,Broken Hill,AU,-31.95,141.4333,53.6,47,0,11.5,clear sky
334,Hauterive,FR,46.0901,3.4459,48.2,87,90,8.05,moderate rain
335,Sembakung,ID,3.8167,117.25,82.4,83,40,2.3,light rain
336,Agaro,ET,7.85,36.65,82.31,29,99,3.96,overcast clouds
337,Gweta,BW,-20.1833,25.2333,85.98,17,0,9.73,clear sky
338,Coahuayana,MX,18.7333,-103.6833,73.4,49,20,1.74,few clouds
339,Okhotsk,RU,59.3833,143.3,18.79,89,100,19.57,light snow
340,Wewak,PG,-3.5534,143.6268,78.37,89,100,7.25,overcast clouds
341,Sarakhs,IR,36.5449,61.1577,84.2,15,0,7.81,clear sky
342,San Cristobal,VE,7.7669,-72.225,84.2,61,40,2.3,scattered clouds
343,Gimbi,ET,9.1667,35.8333,82.2,17,46,6.96,scattered clouds
344,Beringovskiy,RU,63.05,179.3167,3.15,94,100,25.39,light snow
345,Waingapu,ID,-9.6567,120.2641,77.76,84,32,1.95,scattered clouds
346,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,90,4.61,moderate rain
347,Yebaishou,CN,41.3975,119.6408,47.46,59,71,7.78,broken clouds
348,Rajsamand,IN,25.0667,73.8833,85.41,9,36,3.51,scattered clouds
349,Poum,NC,-20.2333,164.0167,77.99,79,100,15.46,overcast clouds
350,Saldanha,ZA,-33.0117,17.9442,80.6,41,98,13.8,overcast clouds
351,Gamba,GA,-2.65,10.0,87.17,61,56,7.0,broken clouds
352,Progreso,MX,21.2833,-89.6667,90.0,55,1,14.97,clear sky
353,Duluth,US,46.7833,-92.1066,44.01,93,90,3.44,mist
354,Bandarbeyla,SO,9.4942,50.8122,80.85,68,77,9.95,broken clouds
355,Garden City,US,42.3256,-83.331,57.99,67,75,14.97,broken clouds
356,Erzin,TR,36.9559,36.2,55.0,69,100,3.33,overcast clouds
357,Nyrob,RU,60.733,56.7202,34.84,99,71,5.17,broken clouds
358,Uvat,RU,59.1433,68.8953,46.22,84,100,13.11,overcast clouds
359,Vestmanna,FO,62.1564,-7.1664,33.8,93,20,8.05,few clouds
360,Farmington,US,36.7281,-108.2187,42.8,24,1,6.91,clear sky
361,Sovkhoznyy,RU,45.2946,38.1138,46.99,87,75,11.18,light rain
362,Maputo,MZ,-25.9653,32.5892,86.0,65,0,13.8,clear sky
363,San Patricio,US,28.017,-97.5169,75.99,60,40,14.97,scattered clouds
364,Marawi,PH,7.9986,124.2928,77.0,90,90,5.99,overcast clouds
365,Port Blair,IN,11.6667,92.75,82.36,76,99,4.68,overcast clouds
366,Green River,US,41.5286,-109.4662,36.0,35,1,13.8,clear sky
367,Ishim,RU,56.1128,69.4902,37.74,84,100,10.96,overcast clouds
368,Iqaluit,CA,63.7506,-68.5145,24.8,93,90,20.71,overcast clouds
369,Cochrane,CA,51.1834,-114.4687,26.01,68,90,8.05,overcast clouds
370,Nathdwara,IN,24.9333,73.8167,85.87,9,52,2.33,broken clouds
371,Semey,KZ,50.4111,80.2275,39.6,59,0,12.93,clear sky
372,Meulaboh,ID,4.1363,96.1285,78.93,82,96,2.19,overcast clouds
373,Eyl,SO,7.9803,49.8164,81.66,66,67,10.54,broken clouds
374,Sinnamary,GF,5.3833,-52.95,76.14,90,100,2.55,overcast clouds
375,Husavik,IS,66.0449,-17.3389,35.6,69,90,6.91,overcast clouds
376,Barma,SL,8.35,-11.3333,91.92,47,78,3.24,broken clouds
377,Umred,IN,20.85,79.3333,84.2,45,40,6.91,haze
378,Xuddur,SO,4.1213,43.8894,93.45,25,99,9.93,overcast clouds
379,Vila Franca Do Campo,PT,37.7167,-25.4333,64.4,94,75,9.22,broken clouds
380,Palmer,US,42.1584,-72.3287,62.01,77,90,11.5,overcast clouds
381,Qiongshan,CN,20.0058,110.3542,73.4,94,40,4.47,scattered clouds
382,Buraydah,SA,26.326,43.975,82.4,26,0,13.8,dust
383,Shamary,RU,57.3434,58.2199,44.51,93,100,7.56,overcast clouds
384,Karratha,AU,-20.7377,116.8463,83.98,72,83,7.85,broken clouds
385,Pacific Grove,US,36.6177,-121.9166,51.8,76,90,4.61,overcast clouds
386,Yenagoa,NG,4.9247,6.2642,81.27,73,100,8.68,overcast clouds
387,Auki,SB,-8.7676,160.7034,77.18,86,89,3.27,overcast clouds
388,Lubango,AO,-14.9172,13.4925,70.84,48,77,5.93,broken clouds
389,La Ronge,CA,55.1001,-105.2842,26.6,80,99,8.05,overcast clouds
390,Gasa,PS,31.5,34.4667,64.99,55,2,4.0,clear sky
391,Hargeysa,SO,9.56,44.065,81.75,31,45,10.69,scattered clouds
392,Tavda,RU,58.0425,65.2726,46.22,81,100,11.43,overcast clouds
393,Rosarito,MX,32.3333,-117.0333,57.2,77,75,2.51,haze
394,Lakes Entrance,AU,-37.8811,147.981,48.99,82,99,1.99,overcast clouds
395,Catamarca,AR,-28.4696,-65.7852,63.0,78,4,1.99,clear sky
396,Bosaso,SO,11.2842,49.1816,84.2,70,0,19.57,clear sky
397,Charters Towers,AU,-20.1,146.2667,72.68,38,6,7.63,clear sky
398,Visegrad,BA,43.7847,19.2992,46.4,81,0,4.61,clear sky
399,Dicabisagan,PH,17.0818,122.4157,75.4,82,25,5.46,scattered clouds
400,Itoman,JP,26.1247,127.6694,69.8,68,20,12.66,few clouds
401,Batticaloa,LK,7.7102,81.6924,82.06,73,52,6.78,moderate rain
402,Sabancuy,MX,18.9667,-91.1833,87.66,55,0,6.98,clear sky
403,Varhaug,NO,58.6147,5.6457,44.6,42,0,11.5,clear sky
404,Radstadt,AT,47.3833,13.45,66.2,37,75,8.05,broken clouds
405,Kapit,MY,2.0167,112.9333,72.77,99,100,1.1,overcast clouds
406,Walvis Bay,NA,-22.9575,14.5053,90.97,27,0,5.82,clear sky
407,Belinskiy,RU,52.9647,43.4165,43.56,90,100,13.02,light rain
408,Beloha,MG,-25.1667,45.05,76.95,70,2,13.47,clear sky
409,Lavrentiya,RU,65.5833,-171.0,3.45,64,100,29.68,overcast clouds
410,Cangucu,BR,-31.395,-52.6756,75.2,78,75,14.97,broken clouds
411,Bilgram,IN,27.1833,80.0333,87.17,6,0,6.89,clear sky
412,Utmanzai,PK,34.188,71.7629,77.0,44,40,13.8,haze
413,Butembo,CD,0.15,29.2833,69.98,57,97,4.18,overcast clouds
414,Smolenka,RU,52.1352,113.4974,24.8,33,100,11.18,overcast clouds
415,Moron,AR,-34.6534,-58.6198,64.99,76,93,4.0,overcast clouds
416,Muroto,JP,33.2833,134.15,61.02,68,12,13.42,few clouds
417,Hoenheim,FR,48.6222,7.7555,55.99,76,90,9.22,moderate rain
418,Tual,ID,-5.6667,132.75,83.23,70,73,11.05,broken clouds
419,Vieques,PR,18.425,-65.8329,82.4,54,40,13.8,scattered clouds
420,Ampanihy,MG,-24.7,44.75,80.02,56,0,15.79,clear sky
421,Bang Saphan,TH,11.2126,99.5117,79.23,83,98,1.34,overcast clouds
422,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,45,0,26.46,clear sky
423,Half Moon Bay,US,37.4636,-122.4286,50.0,87,75,6.91,mist
424,Doha,QA,25.2867,51.5333,84.2,58,0,6.91,clear sky
425,Maceio,BR,-9.6658,-35.7353,75.2,100,75,6.91,mist
426,Port Hedland,AU,-20.3167,118.5667,82.4,83,78,6.91,broken clouds
427,Kibre Mengist,ET,5.8833,38.9833,66.7,73,86,7.05,light rain
428,Jertih,MY,5.7336,102.4897,82.4,89,20,4.52,few clouds
429,Siavonga,ZM,-16.5382,28.7088,84.09,42,3,1.77,clear sky
430,Ossora,RU,59.2353,163.0719,4.53,80,0,10.25,clear sky
431,Fort Wellington,GY,6.4,-57.6,76.41,90,100,9.31,moderate rain
432,Acajutla,SV,13.5928,-89.8275,79.0,77,2,3.0,clear sky
433,Paita,PE,-5.0892,-81.1144,82.4,57,0,18.41,clear sky
434,Estelle,US,29.8458,-90.1067,70.0,46,1,8.05,clear sky
435,San Juan Del Parana,PY,-27.3,-55.9667,75.2,57,75,9.22,drizzle
436,Manyana,BW,-23.4,21.7167,83.66,24,0,12.66,clear sky
437,Merrydale,US,30.5013,-91.1084,70.0,52,1,4.61,clear sky
438,Burgos,ES,42.3394,-3.7079,44.6,81,75,14.97,broken clouds
439,Zaqatala,AZ,41.6336,46.6433,60.8,72,75,2.3,broken clouds
440,Lashio,MM,22.9333,97.75,72.73,46,1,1.83,clear sky
441,Pizarro,CO,4.9533,-77.366,78.39,86,100,1.99,light rain
442,Manokwari,ID,-0.8667,134.0833,79.36,81,100,9.31,overcast clouds
443,Gmund,AT,48.7683,14.9808,64.0,39,96,17.0,overcast clouds
444,Aktash,RU,50.3,87.7333,14.23,74,1,3.24,clear sky
445,Padang,ID,-0.9492,100.3543,77.0,100,40,1.14,scattered clouds
446,Saint-Louis,SN,16.3333,-15.0,107.78,7,2,10.65,clear sky
447,Peniche,PT,39.3558,-9.3811,63.0,72,96,8.01,overcast clouds
448,Atyrau,KZ,47.1167,51.8833,75.2,19,5,13.42,clear sky
449,Lagoa,PT,39.05,-27.9833,62.6,85,98,5.7,overcast clouds
450,Nguru,NG,12.8791,10.4526,106.09,4,34,13.49,scattered clouds
451,Pennathur,IN,12.25,79.2333,81.82,67,2,9.19,clear sky
452,Constitucion,CL,-35.3333,-72.4167,64.9,42,0,10.87,clear sky
453,La Sarre,CA,48.8002,-79.1996,60.28,67,100,8.52,overcast clouds
454,Burgersdorp,ZA,-30.9977,26.3286,82.56,20,91,11.81,overcast clouds
455,Chimoio,MZ,-19.1164,33.4833,77.0,69,75,5.75,broken clouds
456,Mezen,RU,65.8522,44.24,35.42,70,68,15.08,broken clouds
457,Guatire,VE,10.4762,-66.5427,84.2,65,40,8.05,scattered clouds
458,Ribeira Brava,PT,32.65,-17.0667,64.0,81,96,1.99,overcast clouds
459,Vao,NC,-22.6667,167.4833,75.72,81,51,11.05,broken clouds
460,Bonavista,CA,48.6499,-53.1147,36.0,100,100,6.91,moderate rain
461,Yar-Sale,RU,66.8333,70.8333,32.49,98,100,11.92,light snow
462,Moba,CN,33.2288,105.0179,45.12,92,100,2.48,overcast clouds
463,Aykhal,RU,66.0,111.5,-4.45,74,33,3.87,scattered clouds
464,Flinders,AU,-34.5833,150.8552,51.01,61,0,3.44,clear sky
465,Vuktyl,RU,63.8567,57.3094,36.86,78,71,12.19,broken clouds
466,Bereda,ES,43.2686,-7.5406,51.01,58,87,17.0,overcast clouds
467,Diamantino,BR,-14.4086,-56.4461,86.43,57,5,5.82,clear sky
468,Kenora,CA,49.8167,-94.4337,35.6,93,90,9.22,mist
469,Isla Mujeres,MX,21.2311,-86.731,84.2,74,75,19.57,broken clouds
470,Den Helder,NL,52.9599,4.7593,45.0,61,20,12.66,few clouds
471,Ola,RU,59.5833,151.2833,10.38,69,100,15.35,overcast clouds
472,Lata,PT,40.1629,-8.3327,69.01,76,38,3.0,scattered clouds
473,Muros,ES,42.7762,-9.0603,59.0,42,9,16.8,clear sky
474,Caravelas,BR,-17.7125,-39.2481,79.11,76,83,4.47,broken clouds
475,Zemio,CF,5.0314,25.1361,91.27,33,96,4.54,overcast clouds
476,Yumen,CN,40.2833,97.2,53.01,38,65,1.61,broken clouds
477,Mago,RU,53.2514,140.1822,28.69,75,100,2.89,overcast clouds
478,Tiznit,MA,29.5833,-9.5,72.81,39,55,12.84,broken clouds
479,Seoul,KR,37.5683,126.9778,59.0,58,0,3.44,light rain
480,Tall Kayf,TR,37.0833,41.0667,60.8,29,75,4.61,broken clouds
481,Arlit,NE,18.7369,7.3853,104.25,3,0,5.7,clear sky
482,Melfi,IT,40.9965,15.6514,60.8,50,0,12.66,clear sky
483,Narsaq,GL,60.9167,-46.05,53.6,20,1,23.02,clear sky
484,Ilulissat,GL,69.2167,-51.1,28.4,50,20,12.66,few clouds
485,Sioux City,US,42.5,-96.4003,48.99,66,1,4.5,clear sky
486,Paine,CL,-33.8167,-70.75,64.4,39,0,6.91,clear sky
487,Namibe,AO,-15.1961,12.1522,87.8,62,40,20.71,scattered clouds
488,Paamiut,GL,61.994,-49.6678,34.61,77,8,9.84,clear sky
489,Trairi,BR,-3.2778,-39.2689,86.56,61,66,11.54,moderate rain
490,Coihaique,CL,-45.5752,-72.0662,57.2,77,75,5.75,light rain
491,Manger,NO,60.6414,5.0414,46.0,47,4,8.99,clear sky
492,Wilmington,US,34.2257,-77.9447,75.0,64,40,13.8,scattered clouds
493,Sorong,ID,-0.8833,131.25,80.96,77,93,4.88,overcast clouds
494,Souillac,MU,-20.5167,57.5167,80.6,78,75,9.22,light rain
495,Lamesa,US,32.7376,-101.951,60.01,27,0,5.99,clear sky
496,Revelstoke,CA,50.9832,-118.2023,28.4,86,75,1.95,broken clouds
497,Anderson,US,34.5334,-82.6499,66.2,68,1,16.11,clear sky
498,Alencon,FR,48.4333,0.0833,48.2,57,90,6.91,overcast clouds
499,Tazovskiy,RU,67.4667,78.7,31.87,88,100,18.25,overcast clouds
500,Bossier City,US,32.516,-93.7321,69.01,52,1,4.61,clear sky
501,Goundam,ML,16.4145,-3.6708,107.89,4,30,7.16,scattered clouds
502,High Level,CA,58.5169,-117.136,12.2,73,75,8.05,broken clouds
503,Rexburg,US,43.826,-111.7897,30.99,37,1,6.91,clear sky
504,Belmonte,BR,-15.8631,-38.8828,82.4,65,40,9.22,scattered clouds
505,Chakrata,IN,30.7,77.85,56.52,20,46,6.6,scattered clouds
506,Alekseyevsk,RU,57.8406,108.3492,14.95,93,100,4.16,overcast clouds
507,Mikhaylovka,RU,50.06,43.2379,55.0,81,87,8.01,overcast clouds
508,Stabat,ID,3.761,98.4513,78.8,100,40,3.04,mist
509,Alyangula,AU,-13.8483,136.4192,75.2,100,88,7.96,overcast clouds
510,Rio Gallegos,AR,-51.6226,-69.2181,55.4,38,0,11.5,clear sky
511,Billings,US,45.7833,-108.5007,34.0,64,75,20.71,broken clouds
512,Latung,PH,5.5,120.8833,83.32,70,100,2.59,overcast clouds
513,Los Llanos De Aridane,ES,28.6585,-17.9182,73.4,64,20,6.91,few clouds
514,Riyadh,SA,24.6877,46.7219,100.4,8,75,8.05,broken clouds
515,Kuching,MY,1.55,110.3333,73.4,100,40,3.44,moderate rain
516,Jasper,US,37.2001,-94.3502,60.8,44,1,10.36,clear sky
517,Darhan,MN,49.4867,105.9228,26.01,33,3,9.95,clear sky
518,Jizan,SA,17.3333,42.6667,91.4,52,2,6.91,clear sky
519,Imbituba,BR,-28.24,-48.6703,84.2,65,0,16.11,clear sky
520,Richards Bay,ZA,-28.783,32.0377,77.67,75,0,3.6,clear sky
521,Dunda,TZ,-8.1167,34.25,73.11,78,90,1.45,light rain
522,Majene,ID,-3.5403,118.9707,79.11,81,42,2.24,scattered clouds
523,Kampot,KH,10.6167,104.1833,78.8,89,40,1.14,scattered clouds
524,Bundaberg,AU,-24.85,152.35,70.0,56,0,8.05,clear sky
525,Karacakoy,TR,41.4029,28.3834,53.6,50,0,5.75,clear sky
526,Faya,SA,18.3851,42.4509,73.4,64,40,10.36,scattered clouds
527,Saint-Augustin,CA,51.226,-58.6502,43.34,91,100,24.49,overcast clouds
528,General Pico,AR,-35.6566,-63.7568,65.03,60,0,8.9,clear sky
529,Makakilo City,US,21.3469,-158.0858,68.0,72,90,3.44,overcast clouds
530,Alpena,US,45.0617,-83.4327,50.0,93,90,16.11,mist
531,Payson,US,40.0444,-111.7321,45.0,45,1,19.57,clear sky
532,Banda Aceh,ID,5.5577,95.3222,81.5,75,45,3.11,scattered clouds
533,Dosso,NE,13.049,3.1937,108.63,3,63,10.13,broken clouds
534,Ferkessedougou,CI,9.6,-5.2,105.4,17,84,3.51,broken clouds
535,Alofi,NU,-19.0595,-169.9187,69.8,100,14,1.14,few clouds
536,Triunfo,BR,-29.9433,-51.7181,93.2,29,0,16.11,clear sky
537,Baft,IR,29.234,56.6057,65.35,20,100,4.16,overcast clouds
538,Shingu,JP,33.7333,135.9833,52.41,85,46,5.57,scattered clouds
539,Naze,JP,28.3667,129.4833,64.99,73,12,18.59,few clouds
540,Lawrenceburg,US,38.0373,-84.8966,55.4,62,90,19.57,overcast clouds
541,Astana,KZ,51.1801,71.446,41.0,70,0,17.9,clear sky
542,Daund,IN,18.4667,74.6,87.04,30,62,7.56,broken clouds
543,West Monroe,US,32.5185,-92.1476,66.2,63,1,3.44,clear sky
544,Maragogi,BR,-9.0122,-35.2225,81.09,78,100,6.82,overcast clouds
545,Kloulklubed,PW,7.0419,134.2556,78.8,89,90,6.42,overcast clouds
546,Filingue,NE,14.3521,3.3168,108.54,3,18,6.55,few clouds
547,Malanje,AO,-9.5402,16.341,72.7,81,89,5.48,light rain
548,Kamaishi,JP,39.2667,141.8833,43.63,70,0,6.22,clear sky
549,Araouane,ML,18.9048,-3.5265,104.43,5,2,0.09,clear sky
550,Touros,BR,-5.1989,-35.4608,87.8,66,75,12.66,broken clouds
551,Nizwa,OM,22.9333,57.5333,85.03,30,79,5.21,broken clouds
552,Brainerd,US,46.358,-94.2008,42.8,81,90,5.75,overcast clouds
553,Mwandiga,TZ,-4.83,29.6581,76.15,75,92,0.51,light rain
554,Goderich,CA,43.7501,-81.7165,55.4,88,100,5.75,overcast clouds
555,Berdigestyakh,RU,62.0989,126.6992,10.56,95,100,5.99,overcast clouds
556,La Paz,BO,-16.5,-68.15,55.4,54,40,5.75,scattered clouds
557,Asyut,EG,27.181,31.1837,71.6,37,0,18.41,clear sky
558,Turayf,SA,31.6725,38.6637,60.8,39,0,11.5,clear sky
559,Saint-Joseph,RE,-21.3667,55.6167,78.8,78,90,4.61,light rain
560,Marinette,US,45.1,-87.6307,48.2,93,90,5.75,overcast clouds
561,Brigantine,US,39.4101,-74.3646,59.0,100,90,8.05,mist
